,Name,Park,Location,Status,Inversions,Speed /mph,Height /ft,Drop /ft,Length /ft,G-Force,Layout,Manufacturer
9017,Runaway Tram,Morey's Piers,"Wildwood, New Jersey, United States",Operating,,28.6,36.1,,921.9,,,Zierer
9018,Kikkerachtbaan,Duinrell,"Wassenaar, Zuid-Holland, Netherlands",Operating,,22.4,26.3,,1181.1,,Double Figure Eight,Zierer
9019,Sky Train,Natural World Amusement Park,"Yangon, Yangon, Myanmar",Operating,,,,,,,,
9020,Kronberg-Bobbahn,Kronberg Bobbahn,"Gonten, Appenzell-Inner Rhoden, Switzerland",Operating,,,,,2772.3,,,Wiegand
9021,Speedy Coaster,Sparky's Family Fun Center,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Defunct,,,,,,,Figure Eight,SBF Visa Group
9022,Huracán,Ventura Park,"Cancún, Quintana Roo, Mexico",Operating,,,,,,,Zyklon / Galaxi,Interpark
9023,Sahara Twist,Leofoo Village Theme Park,"Guanxi, Hsinchu, Taiwan",Operating,,24.9,,26.3,1246.8,,,Intamin Amusement Rides
9024,Jungle Flying,Suzhou Amusement Land,"Huqiu, Suzhou, Jiangsu, China",Defunct,,,,,,,Zyklon / Galaxi,Zamperla
9025,Inferno,Cinecittà World,"Rome, Lazio, Italy",Operating,,43.5,65.6,,1492.8,,,Intamin Amusement Rides
9026,Tyfoon,DippieDoe Attractiepark,"Best, North Brabant, Netherlands",Operating,,24.9,36.1,,1273.0,,,Zierer
9027,Huracan,Belantis,"Leipzig, Saxony, Germany",Operating,5.0,52.8,105.0,,1837.3,4.3,,Gerstlauer Amusement Rides GmbH
9028,Gatlinburg Mountain Coaster,Gatlinburg Mountain Coaster,"Gatlinburg, Tennessee, United States",Operating,,,,,2500.0,,,Wiegand
9029,G'sengte Sau,Erlebnispark Tripsdrill,"Cleebronn, Baden Wuerttemberg, Germany",Operating,,,52.5,,1574.8,3.0,,Gerstlauer Amusement Rides GmbH
9030,Apple Coaster,Southport Pleasureland,"Southport, Merseyside, England, United Kingdom",Operating,,,,,,,Big Apple / Wacky Worm,DAL Amusement Rides Company
9031,Meteor,Little Amerricka,"Marshall, Wisconsin, United States",Operating,,,28.0,,900.0,,,"Philadelphia Toboggan Coasters, Inc."
9032,Schlange von Midgard,Hansa Park,"Sierksdorf, Schleswig-Holstein, Germany",Operating,,28.0,32.8,,656.2,,,Gerstlauer Amusement Rides GmbH
9033,Bobová dráha,Fun Park Žiarce,"Pavčina Lehota, Žilina, Slovakia",Operating,,,,,3051.2,,,Brandauer
9034,American Eagle,Six Flags Great America,"Gurnee, Illinois, United States",Operating,,66.0,127.0,147.0,4650.0,,,Intamin Amusement Rides
9035,Scramble Coaster,Lina World,"Kaminoyama, Yamagata, Japan",Defunct,,,,,,,Wild Mouse,Meisho Amusement Machines
9036,Space Car,National Landmarks Garden,"Pyin Oo Lwin, Mandalay, Myanmar",Operating,,,,,,,Single Helix (left),Golden Horse
9037,Katun,Mirabilandia,"Savio, Emilia-Romagna, Italy",Operating,6.0,64.6,164.1,147.7,3937.0,4.0,,Bolliger & Mabillard
9038,Woody's Children's Roller Coaster,Funland Amusement Park,"Hayling Island, Hampshire, England, United Kingdom",Defunct,,,,,,,,Cavazza Diego
9039,Ladybug Roller Coaster,Carousel Gardens Amusement Park,"New Orleans, Louisiana, United States",Operating,,20.0,30.0,,,,,Zierer
9040,Aqua Shoot,Funcity,"Bareilly, Uttar Pradesh, India",Operating,,,,,,,Oval,
9041,F.L.Y.,Phantasialand,"Brühl, North Rhine-Westphalia, Germany",Under Construction,,,,,,,,Vekoma
9042,FunCoaster,Funplex,"Mount Laurel, New Jersey, United States",Operating,,26.7,36.1,,1017.1,2.5,Wild Mouse,SBF Visa Group
9043,Butterfly,Erlebnispark Ziegenhagen,"Witzenhausen, Hesse, Germany",Operating,,,20.0,,,,U Shuttle,Sunkid Heege GmbH
9044,Tren Minero,Coney Park,"Chorrillos, Lima, Lima Province, Peru",Defunct,,,,,,,Figure Eight,SBF Visa Group
9045,X2,Six Flags Magic Mountain,"Valencia, California, United States",Operating,2.0,76.0,175.0,215.0,3610.0,4.0,,Arrow Dynamics
9046,Jungle Trailblazer,Fantawild Dreamland,"Shifeng, Zhuzhou, Hunan, China",Operating,,54.1,111.6,91.8,3989.5,,,Martin & Vleminckx
9047,Mighty Mini Mega,Adventure Island,"Southend On Sea, Essex, England, United Kingdom",Operating,,24.6,30.2,,764.4,2.2,,Pinfari
9048,Goliath,Six Flags Great America,"Gurnee, Illinois, United States",Operating,2.0,72.0,165.0,180.0,3100.0,,,Rocky Mountain Construction
9049,Golden Wings in Snowfield,Happy Valley,"Chaoyang, Beijing, China",Operating,4.0,53.7,117.8,111.8,2454.1,,,Vekoma
9050,Mad Mouse,Tokushima Familyland,"Tokushima, Tokushima, Japan",Operating,,,,,,,Mite Mouse,
9051,Breathtaker,Aspen Snowmass Ski Resort,"Snowmass Village, Colorado, United States",Operating,,28.0,,,,,,Wiegand
9052,Wild Cat,Keansburg Amusement Park,"Keansburg, New Jersey, United States",Defunct,,,,,,,,Schwarzkopf
9053,Gold Mine Train,Happy World,"Lianjiang, Fuzhou, Fujian, China",Operating,,,,,,,,Golden Horse
9054,Crazy Skaters,Shengming Universal City,"Yubei, Chongqing, China",Operating,,,,,,,,"Beijing Jiuhua Amusement Rides Manufacturing Co., Ltd."
9055,Batman The Ride,Six Flags St. Louis,"Eureka, Missouri, United States",Operating,5.0,50.0,105.0,,2693.0,4.0,,Bolliger & Mabillard
9056,Crazy Mouse,Water Park,"Xinhua, Shijiazhuang, Hebei, China",Operating,,,,,,,Jungle Mouse,Chang Long
9057,Grand Huit,La Récré des 3 Curés,"Milizac, Brittany, France",Operating,,,32.8,,,,,Soquet
9058,Infusion,Blackpool Pleasure Beach,"Blackpool, Lancashire, England, United Kingdom",Operating,5.0,49.7,109.3,,2260.5,,,Vekoma
9059,Kullakaevandus,Kadrioru Karussell,"Tallinn, Harju, Estonia",Operating,,,,,,,Twin Helix,SBF Visa Group
9060,Jungle Flying Squirrel,Foshan Amusement Park,"Chancheng, Foshan, Guangdong, China",Defunct,,24.9,26.3,,,,Jungle Mouse,"Zhongshan Playground Equipment Engineering Co., Ltd."
9061,Mine-Twister,Remlinger Farms,"Carnation, Washington, United States",Operating,,,,,,,Single Helix (center),E&F Miler Industries
9062,Roller Coaster,City Park,"Mandalay, Mandalay, Myanmar",Operating,1.0,,,,,,,Chang Long
9063,Freedom Flyer,Fun Spot America,"Orlando, Florida, United States",Operating,,34.2,64.3,,1295.9,,,Vekoma
9064,Fruit Worm Coaster,Nanhu Park,"Qingxiu, Nanning, Guangxi, China",Operating,,,,,,,,
9065,Mammut,Erlebnispark Tripsdrill,"Cleebronn, Baden Wuerttemberg, Germany",Operating,,55.9,98.4,,2821.5,,,Ingenieur-Holzbau Cordes
9066,Loop the Loop,Suntopia World,"Agano, Niigata, Japan",Defunct,1.0,55.9,,,,3.5,,Meisho Amusement Machines
9067,Olma Qurti,G’afur G’ulom Nomidagi Madaniyat Va Istirohat Bog’i,"Chilonzor, Tashkent City, Uzbekistan",Operating,,,,,,,Oval,
9068,Spinturn Coaster,Nasu Highland Park,"Nasu, Nasu, Tochigi, Japan",Operating,,29.2,69.9,,1640.4,,,Meisho Amusement Machines
9069,Worm,Play Land,"Mubarak Al-Abdullah, Hawalli, Kuwait",Defunct,,,,,,,Big Apple / Wacky Worm,
9070,Batman And Robin: The Chiller,Six Flags Great Adventure,"Jackson, New Jersey, United States",Defunct,2.0,65.0,200.0,139.0,1229.0,5.0,,Premier Rides
9071,Expedition GeForce,Holiday Park,"Hassloch, Rhineland-Palatinate, Germany",Operating,,74.6,173.9,,4002.6,4.5,,Intamin Amusement Rides
9072,Ravine Flyer II,Waldameer,"Erie, Pennsylvania, United States",Operating,,57.0,80.0,118.0,2900.0,,,
9073,SpaceMouse,Fiabilandia,"Rimini, Emilia-Romagna, Italy",Operating,,,49.3,,,2.5,Wild Mouse,Fabbri
9074,Takabisha,Fuji-Q Highland,"Fujiyoshida, Yamanashi, Japan",Operating,7.0,62.1,141.0,,3280.8,,,Gerstlauer Amusement Rides GmbH
9075,Fast Train Game,N2Fun,"Jeddah, Makkah, Saudi Arabia",Operating,,,,,,,,Zamperla
9076,Mind Eraser,Six Flags Darien Lake,"Darien Center, New York, United States",Operating,5.0,49.7,109.3,,2260.5,,,Vekoma
9077,Toboggan,Clacton Pier,"Clacton-on-sea, Essex, England, United Kingdom",Defunct,,,45.0,,450.0,,,Chance Rides
9078,Screamin' Eagle,Six Flags St. Louis,"Eureka, Missouri, United States",Operating,,62.0,110.0,92.0,3872.0,,,"Philadelphia Toboggan Coasters, Inc."
9079,Expreso Minero,Parque Plaza Sesamo,"Monterrey, Nuevo León, Mexico",Operating,,,,,,,,Mack Rides GmbH & Co KG
9080,Big Thunder Mountain Railroad,Disneyland,"Anaheim, California, United States",Operating,,28.0,,,2671.0,,,Dynamic Attractions
9081,Roller Coaster,River City Park,"Isfahan, Isfahan, Iran",Operating,,,,,,,Oval,
9082,SpongeBob SquarePants Rock Bottom Plunge,Nickelodeon Universe,"Bloomington, Minnesota, United States",Operating,2.0,43.5,74.5,,1371.4,,,Gerstlauer Amusement Rides GmbH
9083,Ocean Roller Coaster,Galaxy Land Theme Park,"Yuelu, Changsha, Hunan, China",Operating,,,,,,,Oval,Modern Amusement Group
9084,Boomerang,Qingdao International Beer City,"Laoshan, Qingdao, Shandong, China",Defunct,3.0,47.0,116.5,,935.0,5.2,,Vekoma
9085,Cosmic Express,Kezouji Park,"Isesaki, Gunma, Japan",Operating,,46.6,98.4,,2887.2,,,"Senyo Kogyo Co., Ltd."
9086,Viper,Six Flags AstroWorld,"Houston, Texas, United States",Defunct,1.0,47.8,80.4,,1942.3,,,Schwarzkopf
9087,Galaxi,Sylvan Beach Amusement Park,"Sylvan Beach, New York, United States",Operating,,,,,,,Zyklon / Galaxi,S.D.C.
9088,Toboggan Nordique,La Ronde,"Montréal, Québec, Canada",Operating,,11.2,41.0,,885.8,,Wild Mouse,Zamperla
9089,Crazy Croc,Luna Park,"Scarborough, North Yorkshire, England, United Kingdom",Defunct,,,,,,,,Wisdom Rides
9090,Wild Mouse,Flamingo Land,"Malton, North Yorkshire, England, United Kingdom",Defunct,,28.0,49.3,,1213.9,,Wild Mouse,Maurer Rides GmbH
9091,Sky Dragster,Skyline Park,"Bad Wörishofen, Bavaria, Germany",Operating,,,38.7,,889.1,1.2,,Maurer Rides GmbH
9092,Live Oak Ladybug,Carousel Gardens Amusement Park,"New Orleans, Louisiana, United States",Defunct,,19.9,19.7,,652.9,,,Zierer
9093,Wild Mouse,Kariya-shi Kotsu Jido Yuen,"Kariya, Aichi, Japan",Defunct,,,,,,,Wild Mouse,"Senyo Kogyo Co., Ltd."
9094,Firebird,Six Flags America,"Upper Marlboro, Maryland, United States",Operating,2.0,55.0,100.0,90.0,2900.0,,,Bolliger & Mabillard
9095,blue fire Megacoaster,Europa Park,"Rust, Baden Wuerttemberg, Germany",Operating,4.0,62.1,124.7,,3464.5,3.8,,Mack Rides GmbH & Co KG
9096,Raptor,Fantasilandia,"Santiago, Santiago, Chile",Operating,5.0,49.7,109.3,,2260.5,,,Vekoma
9097,Eifel-Coaster,Eifelpark,"Gondorf, Rhineland-Palatinate, Germany",Operating,,,,,2509.8,,,Wiegand
9098,Dragão,Tamina Park,"Simões Filho, Bahia, Brazil",Defunct,,,,,,,,Dambroz
9099,Ocean Coaster,Harbour Park,"Littlehampton, West Sussex, England, United Kingdom",Operating,,,,,,,Big Apple / Wacky Worm,D.P.V. Rides
9100,Kiddy Hawk,Carowinds,"Charlotte, North Carolina, United States",Operating,,26.0,48.6,,1122.1,2.2,,Vekoma
9101,Dragon Coaster,Everland,"Yongin-si, Gyeonggi-do, South Korea",Operating,,,,,,,Twin Helix,Zamperla
9102,Wriggler,Gulliver's Warrington,"Warrington, Cheshire , England, United Kingdom",Operating,,,,,,,Big Apple / Wacky Worm,Pinfari
9103,Jack Rabbit,Kennywood,"West Mifflin, Pennsylvania, United States",Operating,,45.0,40.0,70.0,2132.0,,Terrain,
9104,White Cyclone,Nagashima Spa Land,"Nagashima, Kuwana, Mie, Japan",Defunct,,63.4,139.0,129.0,5577.4,,,Intamin Amusement Rides
9105,Sequoia Magic Loop,Gardaland,"Castelnuovo del Garda, Veneto, Italy",Operating,3.0,,98.4,,,,,S&S Sansei Technologies
9106,Great Bear,Hersheypark,"Hershey, Pennsylvania, United States",Operating,4.0,58.0,90.0,124.0,2800.0,,,Bolliger & Mabillard
9107,Fruit Worm Coaster,Shenyang Botanical Garden,"Dongling, Shenyang, Liaoning, China",Operating,,,,,,,,"Zhengzhou Limeiqi Amusement Equipment Co., Ltd"
9108,Inertia Roller Coaster,Gongqing Forest Park,"Yangpu, Shanghai, China",Defunct,,,,,,,Mite Mouse,
9109,Atomic Coaster,Beijing Shijingshan Amusement Park,"Shijingshan, Beijing, China",Defunct,3.0,,,,,,,"Senyo Kogyo Co., Ltd."
9110,Rex's Racer,Shanghai Disneyland,"Pudong, Shanghai, China",Operating,,47.0,91.2,,269.0,,U Shuttle,Intamin Amusement Rides
9111,Bronco Buster,Wild West World,"Valley Center, Kansas, United States",Defunct,,,,,,,Big Apple / Wacky Worm,Fajume
9112,Wild Mouse,Brean Theme Park,"Brean, Somerset, England, United Kingdom",Defunct,,,,,,,Wild Mouse,Butlin
9113,Batman The Ride,Six Flags Magic Mountain,"Valencia, California, United States",Operating,5.0,50.0,105.0,,2700.0,4.0,,Bolliger & Mabillard
9114,Roller Coaster,Jamuna Future Park,"Dhaka, Dhaka, Bangladesh",Operating,3.0,43.5,83.7,,,,,"Hebei Zhongye Metallurgical Equipment Manufacturing Co., Ltd"
9115,Time Travel,Hot Go Park - Happy Jungle World,"Fushun, Liaoning, China",Operating,,58.4,103.3,101.8,3681.1,,,Martin & Vleminckx
9116,Banshee,Kings Island,"Mason, Ohio, United States",Operating,7.0,68.0,167.0,150.0,4124.0,,,Bolliger & Mabillard
9117,Journey to Atlantis,SeaWorld San Diego,"San Diego, California, United States",Operating,,42.0,95.0,60.0,,3.0,,Mack Rides GmbH & Co KG
9118,Flare Meteor,Fantawild Adventure,"Shifeng, Zhuzhou, Hunan, China",Operating,4.0,,,,,,,Golden Horse
9119,Vortex,Carowinds,"Charlotte, North Carolina, United States",Operating,2.0,50.0,90.0,,2040.0,,,Bolliger & Mabillard
9120,Mine Coaster,Happy Valley,"Nanshan, Shenzhen, Guangdong, China",Operating,,30.1,45.9,,2575.5,2.2,,Vekoma
9121,Mine Train,Colourful Yunnan Paradise,"Jinning, Kunming, Yunnan, China",Operating,,,50.5,,2460.7,,,Golden Horse
9122,Family Adventure,Mirabilandia,"Savio, Emilia-Romagna, Italy",Defunct,,28.5,42.7,,1099.1,,,Vekoma
9123,Thunderbird,Holiday World,"Santa Claus, Indiana, United States",Operating,4.0,60.0,140.0,,3035.0,,,Bolliger & Mabillard
9124,Half Pipe,Chimelong Paradise,"Panyu, Guangzhou, Guangdong, China",Operating,,43.5,98.4,,229.6,4.5,U Shuttle,Intamin Amusement Rides
9125,Cumbres,Parque de Atracciones de Madrid,"Madrid, Madrid, Community of Madrid, Spain",Defunct,,,,,,,Oval,
9126,Spinning Coaster,Quancheng Euro Park,"Qihe, Dezhou, Shandong, China",Operating,,,,,,,Wild Mouse,"Beijing Jiuhua Amusement Rides Manufacturing Co., Ltd."
9127,Puff the Little Fire Dragon,Lagoon,"Farmington, Utah, United States",Operating,,16.2,10.8,,197.5,,Oval,Zierer
9128,Butterfly,Trampoline am See,"Böckingen, Baden Wuerttemberg, Germany",Defunct,,,20.0,,,,U Shuttle,Sunkid Heege GmbH
9129,Penguin Coaster,Chimelong Ocean Kingdom,"Xiangzhou, Zhuhai, Guangdong, China",Operating,,,,,,,Oval,Zierer
9130,Candy Cane Coaster,Santa's Workshop,"Cascade, Colorado, United States",Operating,,,,,,,Oval,Molina & Son's
9131,Roller Skater,Kentucky Kingdom,"Louisville, Kentucky, United States",Operating,,21.7,27.9,,679.2,,,Vekoma
9132,Jungle Flying Squirrel,Lelin Amusement Park,"Yuhua, Changsha, Hunan, China",Operating,,,,,,,Jungle Mouse,"Zhongshan Playground Equipment Engineering Co., Ltd."
9133,Thunderbolt,Dreamworld,"Coomera, Queensland, Australia",Defunct,2.0,54.1,101.7,,3960.0,,,
9134,Kumba,Superland,"Rishon LeZion, Tel Aviv, Israel",Operating,5.0,49.7,109.3,,2260.5,,,Vekoma
9135,Looping Star,Beech Bend,"Bowling Green, Kentucky, United States",Defunct,1.0,,36.1,,1197.5,,,Pinfari
9136,Loop Coaster,Mangyongdae Funfair,"Pyongyang, North Korea",Operating,1.0,,,,,,,Meisho Amusement Machines
9137,El Toro,Freizeitpark Plohn,"Lengenfeld, Saxony, Germany",Operating,,45.6,80.5,70.7,2379.0,,,Great Coasters International
9138,Boa Squeeze,WonderPark,"Carolina, Puerto Rico, United States",Defunct,,,,,,,Single Helix (center),E&F Miler Industries
9139,Inversa,Ácqua Lokos,"Capão da Canoa, Rio Grande do Sul, Brazil",Operating,,,,,,,,
9140,Devil's Den,Conneaut Lake Park,"Conneaut Lake, Pennsylvania, United States",Operating,,,,,,,Wild Mouse,Pretzel Amusement Ride Company
9141,Kiddie Coaster,Williams Grove Amusement Park,"Mechanicsburg, Pennsylvania, United States",Defunct,,,,,,,Oval,Miler Manufacturing
9142,Canyon Adventure,Beijing World Park,"Fengtai, Beijing, China",Defunct,,,,,,,,Beijing Shibaolai Amusement Equipment
9143,Troublesome Trucks Runaway Coaster,Drayton Manor,"Drayton Bassett, Staffordshire, England, United Kingdom",Operating,,,,,754.6,,,Gerstlauer Amusement Rides GmbH
9144,Rocket,Ocean View Amusement Park,"Norfolk, Virginia, United States",Defunct,,,,,,,,
9145,Speedy Mouse,Barry's Amusements,"Portrush, Antrim, Northern Ireland, United Kingdom",Operating,,,,,,,Big Apple / Wacky Worm,Pinfari
9146,Dragon,Sendai Highland,"Sendai, Miyagi, Japan",Defunct,,,,,,,Single Helix (center),Zamperla
9147,Jungle Flying Squirrel,South China Botanical Garden,"Tianhe, Guangzhou, Guangdong, China",Operating,,24.9,24.8,,,,Jungle Mouse,"Zhongshan Playground Equipment Engineering Co., Ltd."
9148,Raven,Holiday World,"Santa Claus, Indiana, United States",Operating,,48.0,80.0,85.0,2800.0,,Terrain,"Custom Coasters International, Inc."
9149,Teddy Bear,Stricker's Grove,"Ross, Ohio, United States",Operating,,,,,,,,
9150,Magnum XL-200,Cedar Point,"Sandusky, Ohio, United States",Operating,,72.0,205.0,194.7,5106.0,,,Arrow Dynamics
9151,Air Grover,Busch Gardens Tampa,"Tampa, Florida, United States",Operating,,,,,,,,Zierer
9152,Bumerang,Freizeitzentrum SchiederSee,"Schieder, North Rhine-Westphalia, Germany",Operating,,,20.0,,,,U Shuttle,Sunkid Heege GmbH
9153,Children Coaster,Nagashima Spa Land,"Nagashima, Kuwana, Mie, Japan",Operating,,19.9,19.7,,652.9,,,Zierer
9154,Greased Lightnin',California's Great America,"Santa Clara, California, United States",Defunct,1.0,57.0,137.8,,863.0,,Shuttle Loop,Schwarzkopf
9155,Gold Rush Express,Fort Jefferson Fun Park,"Jefferson, New Hampshire, United States",Defunct,,,,,,,,E&F Miler Industries
9156,Tigris,Busch Gardens Tampa,"Tampa, Florida, United States",Operating,1.0,62.0,150.0,,863.0,,,Premier Rides
9157,Crazy Loop,Pleasure Island Family Theme Park,"Cleethorpes, Lincolnshire, England, United Kingdom",Defunct,1.0,,36.1,,1197.5,,,Pinfari
9158,Gaz Express,Bagatelle,"Merlimont, Hauts-de-France, France",Operating,,,,,,,,Soquet
9159,Goliath,Six Flags New England,"Agawam, Massachusetts, United States",Operating,3.0,65.6,191.6,177.0,1204.0,4.5,,Vekoma
9160,Whizzer,Six Flags Great America,"Gurnee, Illinois, United States",Operating,,42.0,70.0,64.0,3100.0,,,Schwarzkopf
9161,Wildcat,Funland Amusement Park,"North Little Rock, Arkansas, United States",Operating,,,,,,,,Williams Amusement Device Company
9162,Brucomela,Luna Park di Tirrenia,"Pisa, Tuscany, Italy",Operating,,,,,,,Big Apple / Wacky Worm,
9163,Jet Coaster,Taman Safari Indonesia,"Bogor, West Java, Indonesia",Defunct,,,,,,,Big Apple / Wacky Worm,Interpark
9164,Rodeļu trase,Piedzīvojumu parks Tarzāns,"Sigulda, Sigulda, Latvia",Operating,,,,,1246.7,,,Brandauer
9165,Turbo Mountain,Adventure World,"Bibra Lake, Western Australia, Australia",Defunct,,,44.3,,1919.3,,,Schwarzkopf
9166,White Cyclone,Nagashima Spa Land,"Nagashima, Kuwana, Mie, Japan",Defunct,,63.4,139.0,129.0,5577.4,,,Intamin Amusement Rides
9167,Wacky Worm,Star City,"Pasay, Metro Manila, Philippines",Operating,,,,,,,Big Apple / Wacky Worm,
9168,Roar,Six Flags Discovery Kingdom,"Vallejo, California, United States",Defunct,,50.5,94.6,85.0,3291.0,,,Great Coasters International
9169,Tiger Coaster,Hydro Adventures,"Poplar Bluff, Missouri, United States",Defunct,,,,,,,Oval,Wisdom Rides
9170,Gulf Coaster,California's Great America,"Santa Clara, California, United States",Defunct,,,,,,,Oval,Allan Herschell Company
9171,Voyage,Holiday World,"Santa Claus, Indiana, United States",Operating,,67.0,159.0,154.0,6442.0,,,
9172,Outer Space Flying Car,Manhua Manor,"Xindu, Chengdu, Sichuan, China",Operating,,,,,,,Single Helix (right),Chengdu Xindu Xin'an Playingment
9173,Wacky Worm,Old Town,"Kissimmee, Florida, United States",Defunct,,,,,,,Big Apple / Wacky Worm,Fajume
9174,Cobra,Zoomers Family Amusement Park,"Fort Myers Beach, Florida, United States",Operating,,,20.0,,,,,Wisdom Rides
9175,Jungle Dragon,Happy Valley,"Yubei, Chongqing, China",Operating,,55.0,,99.0,3957.0,,,Great Coasters International
9176,Dragon,Legoland Dubai,"Dubai, Dubai, United Arab Emirates",Operating,,37.3,52.5,,,,,Zierer
9177,Untamed,Walibi Holland,"Biddinghuizen, Flevoland, Netherlands",Operating,5.0,57.2,119.8,116.1,3559.7,,L-Shaped Out and Back,Rocky Mountain Construction
9178,Thrillseeker,Sea World,"Surfers Paradise, Queensland, Australia",Defunct,,40.4,45.9,,3280.8,,Zyklon / Galaxi,S.D.C.
9179,Herky & Timmy's Racing Coaster,Everland,"Yongin-si, Gyeonggi-do, South Korea",Operating,,,,,1030.2,,,Vekoma
9180,Han-Katten,BonBon-Land,"Holme-Olstrup, Sjælland, Denmark",Operating,,34.2,52.5,,1302.5,3.3,,Gerstlauer Amusement Rides GmbH
9181,Great White,Morey's Piers,"Wildwood, New Jersey, United States",Operating,,50.0,110.0,100.0,3300.0,,,"Custom Coasters International, Inc."
9182,Wonder Woman Golden Lasso Coaster,Six Flags Fiesta Texas,"San Antonio, Texas, United States",Operating,3.0,52.0,113.0,100.0,1800.0,,,Rocky Mountain Construction
9183,Hurricane,Santa Cruz Beach Boardwalk,"Santa Cruz, California, United States",Defunct,,,,,,,,S.D.C.
9184,Shells Shuttle,Powerland,"Chengyang, Qingdao, Shandong, China",Operating,,,,,1837.3,,,Vekoma
9185,Montanha do Moco,Ulengo Center Glakeni,"Luanda, Luanda, Angola",Operating,,,,,,,Single Helix (left),
9186,Dragon,La Ronde,"Montréal, Québec, Canada",Operating,,,,,,,,Intamin Amusement Rides
9187,Arthur,Europa Park,"Rust, Baden Wuerttemberg, Germany",Operating,,19.3,44.3,,1656.8,,,Mack Rides GmbH & Co KG
9188,Goliath,Six Flags New England,"Agawam, Massachusetts, United States",Operating,3.0,65.6,191.6,177.0,1204.0,4.5,,Vekoma
9189,Shock Wave,Six Flags Over Texas,"Arlington, Texas, United States",Operating,2.0,60.0,116.0,,3600.0,,,Schwarzkopf
9190,Fast Coaster,Kok Tobe,"Almaty, Almaty, Kazakhstan",Operating,,,,,2099.8,,,Wiegand
9191,GateKeeper,Cedar Point,"Sandusky, Ohio, United States",Operating,6.0,67.0,170.0,164.0,4164.0,,,Bolliger & Mabillard
9192,Pop Spin Coaster,Iwayama Park Land,"Morioka, Iwate, Japan",Operating,,34.5,,,1404.2,,,"Hoei Sangyo Co., Ltd."
9193,Eleventh Roller Coaster,Great Xingdong Tourist World,"Puding, Anshun, Guizhou, China",Under Construction,,,,,3346.5,,,"Hebei Zhongye Metallurgical Equipment Manufacturing Co., Ltd"
9194,Dragon,Bowcraft Playland,"Scotch Plains, New Jersey, United States",Defunct,,,,,,,Twin Helix,Wisdom Rides
9195,Roller Coaster,Yexian Park,"Miyun, Beijing, China",SBNO,,33.2,65.6,,2673.9,,,Beijing Shibaolai Amusement Equipment
9196,Capitol Bullet Train,Motiongate,"Dubai, Dubai, United Arab Emirates",Operating,2.0,,,,1870.0,,,Mack Rides GmbH & Co KG
9197,Corkscrew,Alton Towers,"Alton, Staffordshire, England, United Kingdom",Defunct,2.0,40.0,75.0,68.0,2400.0,,,Vekoma
9198,Twister Rollercoaster,Crealy Adventure Park,"Exeter, Devon, England, United Kingdom",Operating,,,,,,,Wild Mouse,SBF Visa Group
9199,Mäuseachterbahn,Spielerei Rheda-Wiedenbrück,"Rheda-Wiedenbrück, North Rhine-Westphalia, Germany",Defunct,,,,,,,,Zierer
9200,Pierrot Coaster,Marina Circus,"Nishi, Hiroshima, Hiroshima, Japan",Operating,,18.6,27.9,,487.2,,,"Hoei Sangyo Co., Ltd."
9201,Amerikanskaya Gorka,Samonids Recreation Park,"Bukhara, Bukhara, Uzbekistan",Operating,,,,,,,Single Helix (right),Yamasakutalab
9202,Märchen Coaster,Onokoro,"Awaji, Hyōgo, Japan",Defunct,,,,,,,,"Hoei Sangyo Co., Ltd."
9203,Eurofighter,Zoosafari Fasanolandia,"Fasano, Apulia, Italy",Operating,3.0,43.5,82.0,,1312.3,,,Gerstlauer Amusement Rides GmbH
9204,Giant Dipper,Belmont Park,"San Diego, California, United States",Operating,,55.0,73.0,,2600.0,,,
9205,Mini Coaster,Magic Castle,"Cape Town, Western Cape, South Africa",Defunct,,,,,,,Figure Eight,L&T Systems
9206,Secret of Sorcerer Forest,Suôí Tiên Park,"District 9, Ho Chi Minh, Vietnam",Operating,,,,,,,,
9207,Family Coaster,Kosar Park,"Tabriz, East Azarbaijan, Iran",Operating,,,,,,,,
9208,Magic Mouse,Funland Park,"Folkestone, Kent, England, United Kingdom",Defunct,,29.1,42.7,,1377.9,2.5,Wild Mouse,Reverchon
9209,Roller Coaster,Hunan Martyr's Park,"Kaifu, Changsha, Hunan, China",Operating,1.0,,,,1410.8,,,Sameco
9210,Dragon,Ocean Park,"Hong Kong Island, Hong Kong, China",Operating,3.0,47.8,67.3,,2694.0,,,Arrow Dynamics
9211,Choconoy,Xetulul,"San Martín Zapotitlán, Retalhuleu, Guatemala",Operating,,22.4,26.3,,1181.1,,Double Figure Eight,Zierer
9212,Wriggler,Gulliver's Warrington,"Warrington, Cheshire , England, United Kingdom",Operating,,,,,,,Big Apple / Wacky Worm,Pinfari
9213,Supersonic Odyssey,Berjaya Times Square Theme Park,"Kuala Lumpur, Kuala Lumpur, Malaysia",Operating,3.0,43.5,124.0,,2624.0,,,Intamin Amusement Rides
9214,Back Lot Stunt Coaster,Canada's Wonderland,"Vaughan, Ontario, Canada",Operating,,40.0,45.2,31.2,1960.0,,,Premier Rides
9215,Worm Around,Fantawild Adventure,"Binhai, Tianjin, China",Operating,,,,,,,Oval,Golden Horse
9216,Goofy's Sky School,Disney California Adventure Park,"Anaheim, California, United States",Operating,,27.0,,,,,Wild Mouse,Mack Rides GmbH & Co KG
